Source Indicator ID,Source Name,Indicator Category,Indicator Name,Indicator Description,Year,Location,Value,Unit,Desired Direction
B25119_002E,American Community Survey,Income,Median Household Income: Homeowners ,"Median household income in the past 12 months, for households that own the housing unit they occupy. For five-year periods, this value is inflation-adjusted to the last year of the range.",2016,CA-24,86998,USD ($),high
B24041_027E,American Community Survey,Income,Median Earnings in Industry: Public administration,Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Public administration.,2009,CA-24,86946,USD ($),high
B24041_018E,American Community Survey,Income,"Median Earnings in Industry: Professional, scientific, and management, and administrative, and waste management services!!Management of companies and enterprises","Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Professional, scientific, and management, and administrative, and waste management services!!Management of companies and enterprises.",2012,CA,86593,USD ($),high
B24041_018E,American Community Survey,Income,"Median Earnings in Industry: Professional, scientific, and management, and administrative, and waste management services!!Management of companies and enterprises","Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Professional, scientific, and management, and administrative, and waste management services!!Management of companies and enterprises.",2018,CA,86078,USD ($),high
B24041_017E,American Community Survey,Income,"Median Earnings in Industry: Professional, scientific, and management, and administrative, and waste management services!!Professional, scientific, and technical services","Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Professional, scientific, and management, and administrative, and waste management services!!Professional, scientific, and technical services.",2016,CA,85806,USD ($),high
B24041_018E,American Community Survey,Income,"Median Earnings in Industry: Professional, scientific, and management, and administrative, and waste management services!!Management of companies and enterprises","Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Professional, scientific, and management, and administrative, and waste management services!!Management of companies and enterprises.",2016,CA,85666,USD ($),high
B24041_017E,American Community Survey,Income,"Median Earnings in Industry: Professional, scientific, and management, and administrative, and waste management services!!Professional, scientific, and technical services","Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Professional, scientific, and management, and administrative, and waste management services!!Professional, scientific, and technical services.",2010,CA-24,85529,USD ($),high
B19049_004E,American Community Survey,Income,Median Household Income: Householder 45 to 64 Years,"Median household income in the past 12 months, for householders between 45 and 64 years old. For five-year periods, this value is inflation-adjusted to the last year of the range.",2017,CA,85128,USD ($),high
B19049_004E,American Community Survey,Income,Median Household Income: Householder 45 to 64 Years,"Median household income in the past 12 months, for householders between 45 and 64 years old. For five-year periods, this value is inflation-adjusted to the last year of the range.",2016,CA-24,84984,USD ($),high
B19049_004E,American Community Survey,Income,Median Household Income: Householder 45 to 64 Years,"Median household income in the past 12 months, for householders between 45 and 64 years old. For five-year periods, this value is inflation-adjusted to the last year of the range.",2015,CA-24,84896,USD ($),high
B24041_011E,American Community Survey,Income,"Median Earnings in Industry: Transportation and warehousing, and utilities!!Utilities","Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Transportation and warehousing, and utilities!!Utilities.",2015,CA,84846,USD ($),high
B19049_003E,American Community Survey,Income,Median Household Income: Householder 25 to 44 Years,"Median household income in the past 12 months, for householders between 25 and 44 years old. For five-year periods, this value is inflation-adjusted to the last year of the range.",2008,CA-24,84158,USD ($),high
B19049_004E,American Community Survey,Income,Median Household Income: Householder 45 to 64 Years,"Median household income in the past 12 months, for householders between 45 and 64 years old. For five-year periods, this value is inflation-adjusted to the last year of the range.",2017,CA-24,83481,USD ($),high
B24041_027E,American Community Survey,Income,Median Earnings in Industry: Public administration,Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Public administration.,2011,CA-24,83123,USD ($),high
B22008_003E,American Community Survey,Income,Median Household Income: Household Did Not Receive SNAP/Food Stamps in Past 12 Months,"Median household income in the past 12 months, for households that did not receive SNAP (also called food stamps). For five-year periods, this value is inflation-adjusted to the last year of the range.",2011,CA-24,82390,USD ($),high
B24041_011E,American Community Survey,Income,"Median Earnings in Industry: Transportation and warehousing, and utilities!!Utilities","Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Transportation and warehousing, and utilities!!Utilities.",2009,CA-24,82333,USD ($),high
B19049_003E,American Community Survey,Income,Median Household Income: Householder 25 to 44 Years,"Median household income in the past 12 months, for householders between 25 and 44 years old. For five-year periods, this value is inflation-adjusted to the last year of the range.",2011,CA-24,82315,USD ($),high
B24041_004E,American Community Survey,Income,"Median Earnings in Industry: Agriculture, forestry, fishing and hunting, and mining!!Mining, quarrying, and oil and gas extraction","Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Agriculture, forestry, fishing and hunting, and mining!!Mining, quarrying, and oil and gas extraction.",2010,CA-24,82008,USD ($),high
B24041_017E,American Community Survey,Income,"Median Earnings in Industry: Professional, scientific, and management, and administrative, and waste management services!!Professional, scientific, and technical services","Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Professional, scientific, and management, and administrative, and waste management services!!Professional, scientific, and technical services.",2009,CA-24,81971,USD ($),high
B24041_017E,American Community Survey,Income,"Median Earnings in Industry: Professional, scientific, and management, and administrative, and waste management services!!Professional, scientific, and technical services","Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Professional, scientific, and management, and administrative, and waste management services!!Professional, scientific, and technical services.",2015,CA,81628,USD ($),high
B24041_017E,American Community Survey,Income,"Median Earnings in Industry: Professional, scientific, and management, and administrative, and waste management services!!Professional, scientific, and technical services","Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Professional, scientific, and management, and administrative, and waste management services!!Professional, scientific, and technical services.",2011,CA-24,81622,USD ($),high
B24041_027E,American Community Survey,Income,Median Earnings in Industry: Public administration,Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Public administration.,2017,CA-24,81549,USD ($),high
B24041_012E,American Community Survey,Income,Median Earnings in Industry: Information,Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Information.,2017,CA,81454,USD ($),high
B24012_002E,American Community Survey,Income,Median Earnings for Male Population,Median earnings in the past 12 months for full-time year-round employed male above age of 16 years.,2009,CA-24,81291,USD ($),high
B22008_003E,American Community Survey,Income,Median Household Income: Household Did Not Receive SNAP/Food Stamps in Past 12 Months,"Median household income in the past 12 months, for households that did not receive SNAP (also called food stamps). For five-year periods, this value is inflation-adjusted to the last year of the range.",2008,CA-24,81203,USD ($),high
B24041_011E,American Community Survey,Income,"Median Earnings in Industry: Transportation and warehousing, and utilities!!Utilities","Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Transportation and warehousing, and utilities!!Utilities.",2014,CA,81189,USD ($),high
B24041_017E,American Community Survey,Income,"Median Earnings in Industry: Professional, scientific, and management, and administrative, and waste management services!!Professional, scientific, and technical services","Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Professional, scientific, and management, and administrative, and waste management services!!Professional, scientific, and technical services.",2014,CA,80846,USD ($),high
B24041_011E,American Community Survey,Income,"Median Earnings in Industry: Transportation and warehousing, and utilities!!Utilities","Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Transportation and warehousing, and utilities!!Utilities.",2013,CA,80653,USD ($),high
B19049_003E,American Community Survey,Income,Median Household Income: Householder 25 to 44 Years,"Median household income in the past 12 months, for householders between 25 and 44 years old. For five-year periods, this value is inflation-adjusted to the last year of the range.",2018,CA,80528,USD ($),high
B22008_003E,American Community Survey,Income,Median Household Income: Household Did Not Receive SNAP/Food Stamps in Past 12 Months,"Median household income in the past 12 months, for households that did not receive SNAP (also called food stamps). For five-year periods, this value is inflation-adjusted to the last year of the range.",2018,CA,80522,USD ($),high
B24041_004E,American Community Survey,Income,"Median Earnings in Industry: Agriculture, forestry, fishing and hunting, and mining!!Mining, quarrying, and oil and gas extraction","Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Agriculture, forestry, fishing and hunting, and mining!!Mining, quarrying, and oil and gas extraction.",2013,CA-24,80517,USD ($),high
B24041_011E,American Community Survey,Income,"Median Earnings in Industry: Transportation and warehousing, and utilities!!Utilities","Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Transportation and warehousing, and utilities!!Utilities.",2012,CA,80511,USD ($),high
B24041_012E,American Community Survey,Income,Median Earnings in Industry: Information,Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Information.,2010,CA-24,80454,USD ($),high
B19049_003E,American Community Survey,Income,Median Household Income: Householder 25 to 44 Years,"Median household income in the past 12 months, for householders between 25 and 44 years old. For five-year periods, this value is inflation-adjusted to the last year of the range.",2009,CA-24,80360,USD ($),high
B19049_004E,American Community Survey,Income,Median Household Income: Householder 45 to 64 Years,"Median household income in the past 12 months, for householders between 45 and 64 years old. For five-year periods, this value is inflation-adjusted to the last year of the range.",2016,CA,80244,USD ($),high
B19049_001E,American Community Survey,Income,Median Household Income,"Median household income in the past 12 months. For five-year periods, this value is inflation-adjusted to the last year of the range.",2008,CA-24,79995,USD ($),high
B24041_027E,American Community Survey,Income,Median Earnings in Industry: Public administration,Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Public administration.,2008,CA-24,79719,USD ($),high
B24041_017E,American Community Survey,Income,"Median Earnings in Industry: Professional, scientific, and management, and administrative, and waste management services!!Professional, scientific, and technical services","Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Professional, scientific, and management, and administrative, and waste management services!!Professional, scientific, and technical services.",2008,CA-24,79617,USD ($),high
B19049_001E,American Community Survey,Income,Median Household Income,"Median household income in the past 12 months. For five-year periods, this value is inflation-adjusted to the last year of the range.",2011,CA-24,79495,USD ($),high
B24041_012E,American Community Survey,Income,Median Earnings in Industry: Information,Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Information.,2016,CA,79488,USD ($),high
B24012_002E,American Community Survey,Income,Median Earnings for Male Population,Median earnings in the past 12 months for full-time year-round employed male above age of 16 years.,2008,CA-24,79475,USD ($),high
B24041_011E,American Community Survey,Income,"Median Earnings in Industry: Transportation and warehousing, and utilities!!Utilities","Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Transportation and warehousing, and utilities!!Utilities.",2008,CA-24,78867,USD ($),high
B22008_003E,American Community Survey,Income,Median Household Income: Household Did Not Receive SNAP/Food Stamps in Past 12 Months,"Median household income in the past 12 months, for households that did not receive SNAP (also called food stamps). For five-year periods, this value is inflation-adjusted to the last year of the range.",2009,CA-24,78630,USD ($),high
B22008_003E,American Community Survey,Income,Median Household Income: Household Did Not Receive SNAP/Food Stamps in Past 12 Months,"Median household income in the past 12 months, for households that did not receive SNAP (also called food stamps). For five-year periods, this value is inflation-adjusted to the last year of the range.",2018,CA-24,78384,USD ($),high
B19049_004E,American Community Survey,Income,Median Household Income: Householder 45 to 64 Years,"Median household income in the past 12 months, for householders between 45 and 64 years old. For five-year periods, this value is inflation-adjusted to the last year of the range.",2013,CA-24,78365,USD ($),high
B25119_002E,American Community Survey,Income,Median Household Income: Homeowners ,"Median household income in the past 12 months, for households that own the housing unit they occupy. For five-year periods, this value is inflation-adjusted to the last year of the range.",2018,US,78045,USD ($),high
B19049_004E,American Community Survey,Income,Median Household Income: Householder 45 to 64 Years,"Median household income in the past 12 months, for householders between 45 and 64 years old. For five-year periods, this value is inflation-adjusted to the last year of the range.",2014,CA-24,77991,USD ($),high
B24041_017E,American Community Survey,Income,"Median Earnings in Industry: Professional, scientific, and management, and administrative, and waste management services!!Professional, scientific, and technical services","Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Professional, scientific, and management, and administrative, and waste management services!!Professional, scientific, and technical services.",2018,US,77882,USD ($),high
B24041_017E,American Community Survey,Income,"Median Earnings in Industry: Professional, scientific, and management, and administrative, and waste management services!!Professional, scientific, and technical services","Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Professional, scientific, and management, and administrative, and waste management services!!Professional, scientific, and technical services.",2013,CA,77540,USD ($),high
B24041_012E,American Community Survey,Income,Median Earnings in Industry: Information,Median earnings in the past 12 months for full-time year-round employed people above age of 16 years in Industry: Information.,2011,CA-24,77424,USD ($),high
