Source Indicator ID,Source Name,Indicator Category,Indicator Name,Indicator Description,Year,Location,Value,Unit,Desired Direction
S2401_C01_002E,American Community Survey,Income,"Management, business, science, and arts occupations",,2014,US,52234574,$,high
S2401_C01_002E,American Community Survey,Income,"Management, business, science, and arts occupations",,2015,Indianapolis,133163,$,high
S2401_C01_002E,American Community Survey,Income,"Management, business, science, and arts occupations",,2015,Indiana,983127,$,high
S2401_C01_002E,American Community Survey,Income,"Management, business, science, and arts occupations",,2015,US,53433469,$,high
S2401_C01_002E,American Community Survey,Income,"Management, business, science, and arts occupations",,2016,Indianapolis,137644,$,high
S2401_C01_002E,American Community Survey,Income,"Management, business, science, and arts occupations",,2016,Indiana,1003818,$,high
S2401_C01_002E,American Community Survey,Income,"Management, business, science, and arts occupations",,2016,US,54751318,$,high
S2401_C01_002E,American Community Survey,Income,"Management, business, science, and arts occupations",,2017,Indianapolis,142389,$,high
S2401_C01_002E,American Community Survey,Income,"Management, business, science, and arts occupations",,2017,Indiana,1037693,$,high
S2401_C01_002E,American Community Survey,Income,"Management, business, science, and arts occupations",,2017,US,56391480,$,high
S2401_C01_002E,American Community Survey,Income,"Management, business, science, and arts occupations",,2018,Indianapolis,144499,$,high
S2401_C01_002E,American Community Survey,Income,"Management, business, science, and arts occupations",,2018,Indiana,1066465,$,high
S2401_C01_002E,American Community Survey,Income,"Management, business, science, and arts occupations",,2018,US,57945862,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2010,Indianapolis,54234,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2010,Indiana,372526,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2010,US,20239287,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2011,Indianapolis,53043,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2011,Indiana,375347,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2011,US,20356415,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2012,Indianapolis,51967,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2012,Indiana,372227,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2012,US,20391092,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2013,Indianapolis,52396,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2013,Indiana,371068,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2013,US,20507708,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2014,Indianapolis,50548,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2014,Indiana,375281,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2014,US,20849843,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2015,Indianapolis,52679,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2015,Indiana,385342,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2015,US,21396780,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2016,Indianapolis,54965,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2016,Indiana,395595,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2016,US,21990616,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2017,Indianapolis,57317,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2017,Indiana,412096,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2017,US,22745247,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2018,Indianapolis,58373,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2018,Indiana,424854,$,high
S2401_C01_003E,American Community Survey,Income,"Management, business, and financial occupations",,2018,US,23383049,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2010,Indianapolis,33709,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2010,Indiana,259268,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2010,US,13678900,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2011,Indianapolis,32813,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2011,Indiana,260360,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2011,US,13712348,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2012,Indianapolis,32612,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2012,Indiana,258680,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2012,US,13708597,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2013,Indianapolis,32494,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2013,Indiana,257587,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2013,US,13767620,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2014,Indianapolis,30981,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2014,Indiana,260309,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2014,US,13996812,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2015,Indianapolis,32881,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2015,Indiana,267748,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2015,US,14401271,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2016,Indianapolis,34452,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2016,Indiana,274645,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2016,US,14852828,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2017,Indianapolis,35823,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2017,Indiana,286775,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2017,US,15414863,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2018,Indianapolis,34561,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2018,Indiana,284912,$,high
S2401_C01_004E,American Community Survey,Income,Management occupations,,2018,US,15263898,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2010,Indianapolis,20525,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2010,Indiana,113258,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2010,US,6560387,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2011,Indianapolis,20230,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2011,Indiana,114987,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2011,US,6644067,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2012,Indianapolis,19355,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2012,Indiana,113547,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2012,US,6682495,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2013,Indianapolis,19902,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2013,Indiana,113481,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2013,US,6740088,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2014,Indianapolis,19567,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2014,Indiana,114972,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2014,US,6853031,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2015,Indianapolis,19798,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2015,Indiana,117594,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2015,US,6995509,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2016,Indianapolis,20513,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2016,Indiana,120950,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2016,US,7137788,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2017,Indianapolis,21494,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2017,Indiana,125321,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2017,US,7330384,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2018,Indianapolis,23812,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2018,Indiana,139942,$,high
S2401_C01_005E,American Community Survey,Income,Business and financial operations occupations,,2018,US,8119151,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2010,Indianapolis,19154,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2010,Indiana,125434,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2010,US,7329905,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2011,Indianapolis,18253,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2011,Indiana,124543,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2011,US,7383969,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2012,Indianapolis,18361,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2012,Indiana,125298,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2012,US,7444293,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2013,Indianapolis,18074,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2013,Indiana,122820,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2013,US,7499737,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2014,Indianapolis,18115,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2014,Indiana,126583,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2014,US,7660461,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2015,Indianapolis,18507,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2015,Indiana,129466,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2015,US,7891250,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2016,Indianapolis,19246,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2016,Indiana,132454,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2016,US,8133920,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2017,Indianapolis,19235,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2017,Indiana,138166,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2017,US,8427417,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2018,Indianapolis,19983,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2018,Indiana,147924,$,high
S2401_C01_006E,American Community Survey,Income,"Computer, engineering, and science occupations",,2018,US,8872203,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2010,Indianapolis,9210,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2010,Indiana,48758,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2010,US,3434537,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2011,Indianapolis,8851,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2011,Indiana,48665,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2011,US,3499354,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2012,Indianapolis,9187,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2012,Indiana,49321,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2012,US,3571107,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2013,Indianapolis,9237,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2013,Indiana,49577,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2013,US,3649146,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2014,Indianapolis,9274,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2014,Indiana,51293,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2014,US,3779411,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2015,Indianapolis,9830,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2015,Indiana,52452,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2015,US,3950741,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2016,Indianapolis,10158,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2016,Indiana,55099,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2016,US,4130533,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2017,Indianapolis,9892,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2017,Indiana,58457,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2017,US,4337289,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2018,Indianapolis,10461,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2018,Indiana,64159,$,high
S2401_C01_007E,American Community Survey,Income,Computer and mathematical occupations,,2018,US,4633860,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2010,Indianapolis,5834,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2010,Indiana,55494,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2010,US,2697562,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2011,Indianapolis,5546,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2011,Indiana,54847,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2011,US,2671731,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2012,Indianapolis,5494,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2012,Indiana,55028,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2012,US,2640485,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2013,Indianapolis,5175,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2013,Indiana,52876,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2013,US,2606225,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2014,Indianapolis,5117,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2014,Indiana,53760,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2014,US,2620119,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2015,Indianapolis,5118,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2015,Indiana,55435,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2015,US,2660852,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2016,Indianapolis,5197,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2016,Indiana,56414,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2016,US,2707634,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2017,Indianapolis,5279,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2017,Indiana,57755,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2017,US,2768696,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2018,Indianapolis,5410,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2018,Indiana,60204,$,high
S2401_C01_008E,American Community Survey,Income,Architecture and engineering occupations,,2018,US,2822111,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2010,Indianapolis,4110,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2010,Indiana,21182,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2010,US,1197806,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2011,Indianapolis,3856,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2011,Indiana,21031,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2011,US,1212884,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2012,Indianapolis,3680,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2012,Indiana,20949,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2012,US,1232701,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2013,Indianapolis,3662,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2013,Indiana,20367,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2013,US,1244366,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2014,Indianapolis,3724,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2014,Indiana,21530,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2014,US,1260931,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2015,Indianapolis,3559,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2015,Indiana,21579,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2015,US,1279657,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2016,Indianapolis,3891,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2016,Indiana,20941,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2016,US,1295753,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2017,Indianapolis,4064,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2017,Indiana,21954,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2017,US,1321432,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2018,Indianapolis,4112,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2018,Indiana,23561,$,high
S2401_C01_009E,American Community Survey,Income,"Life, physical, and social science occupations",,2018,US,1416232,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2010,Indianapolis,37201,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2010,Indiana,278181,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2010,US,15041337,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2011,Indianapolis,37179,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2011,Indiana,279687,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2011,US,15224255,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2012,Indianapolis,37850,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2012,Indiana,282177,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2012,US,15348288,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2013,Indianapolis,37661,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2013,Indiana,282605,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2013,US,15422749,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2014,Indianapolis,38299,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2014,Indiana,284817,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2014,US,15597761,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2015,Indianapolis,39000,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2015,Indiana,287139,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2015,US,15794307,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2016,Indianapolis,39366,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2016,Indiana,291143,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2016,US,16043993,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2017,Indianapolis,40152,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2017,Indiana,296343,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2017,US,16356217,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2018,Indianapolis,40238,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2018,Indiana,298349,$,high
S2401_C01_010E,American Community Survey,Income,"Education, legal, community service, arts, and media occupations",,2018,US,16589936,$,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2010,Indianapolis,5875,$,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2010,Indiana,45369,$,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2010,US,2311549,$,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2011,Indianapolis,5761,$,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2011,Indiana,45807,$,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2011,US,2346284,$,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2012,Indianapolis,6505,$,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2012,Indiana,46772,$,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2012,US,2357690,$,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2013,Indianapolis,6254,$,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2013,Indiana,46999,$,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2013,US,2360085,$,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2014,Indianapolis,6355,$,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2014,Indiana,47445,$,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2014,US,2399283,$,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2015,Indianapolis,7039,$,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2015,Indiana,48990,$,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2015,US,2445528,$,high
S2401_C01_011E,American Community Survey,Income,Community and social service occupations,,2016,Indianapolis,7823,$,high
